Title,Year,Rating,Votes:,Time,Genre,Stars,Short Story
Peach of Time,(2021),8.2,70,30 min,"Drama, Romance","Choi Jae-Hyeon, Karn Kritsanaphan, Sittichok Pueakpoolpol, Ae-Yeon Jeong","
Peach, a 22-year old Thai boy, takes a daring step in his life and decides to fly to Korea to meet his online Korean friend, Yun Oh. Everything seems perfect for Peach. He finally realized ...                See full summary »
"
Something About 1%,(2016),7.7,"1,045",40 min,"Comedy, Romance","Ha Seok-jin, So-Min Jun, Hae-In Lee, Do-Yoon Im","
A kind school teacher suddenly becomes heir to a large company on the condition she marries the owner's grandson. As she is interested in neither, they make a deal that if they manage to date for a full six months, he will inherit instead."
Stitch!,(2008–2015),4.5,251,-,"Animation, Comedy, Family","Kôichi Yamadera, Motoko Kumai, Yûji Mitsuya, Shôzô Îzuka","
Follows a girl named Yuuna and her adventures with a mysterious space alien on an island off the coast of Japan."
Black Knight,(2017– ),6.1,381,-,"Fantasy, Romance","Mi-hee Chang, Seo Ji-hye, Rae-won Kim, Sung-Hoon Park","
Pure man who accepts a dangerous destiny for the woman he loves. It is a love story that spans over two hundred years. Moon Soo Ho is a businessman with a pure heart braves danger for his ...                See full summary »
"
Two Cops,(2017–2018),7.2,377,-,"Comedy, Fantasy, Romance","Jo Jung-Suk, Oh Eui-Sik, Hyeri Lee, Kim Seon-Ho","
Cha Dong-Tak is a detective in pursuit of justice. A swindler's spirit takes possession of his body. The detective and swindler's spirit cooperate to solve cases. The detective falls in love with a reporter."
The World That They Live In,(2008),7.5,227,65 min,"Drama, Romance","Hyun Bin, Song Hye-Kyo, Ki-joon Uhm, Seo Hyo-Rim","
Story of lives of drama directors."
The Girl Who Sees Smells,(2015),7.1,"1,090",60 min,"Comedy, Drama, Fantasy","Yu Chun Park, Shin Se-Kyung, Jin-Seo Yoon, Min Namkoong","
Detective Tae Ho lost his younger sister to a barcode-murder case and lost his ability to taste, smell, and feel pain. He then meets Oh Cho Rim, the only witness to the murder case who possesses a special sense: she can see smells."
Rich Man,(2018– ),6.7,568,65 min,"Comedy, Romance","Lee Tae-Vin, Yeon-Soo Ha, Jun-Myon Kim, Lee Jae Jin","
Lee Yoo Chan is the CEO of IT company Next One. He founded the company and it is now the most desirable place to work for young professionals. He is arrogant and does not trust people in ...                See full summary »
"
Higglytown Heroes,(2004–2008),5.0,507,30 min,"Animation, Family","Robert Grovich, Frankie Ryan Manriquez, Liliana Mumy, Rory Thost","
Higglytown is full of everyday heroes like Mail Carrier Hero (Kathie Lee Gifford), Fireman Hero (Donald Faison), and Bus Driver Hero (Stuart Pankin). This inventive series taught children about their ever-growing environment in an entertaining way."
Bonkers,(1993–1994),6.8,"1,420",27 min,"Animation, Short, Action","Jim Cummings, Earl Boen, Frank Welker, Jeff Bennett","
Bonkers, an out of work cartoon, joins the Hollywood PD and helps his partners (first a doughnut munching stressbomb, then a beautiful blonde) catch cartoon criminals."
I Have a Lover,(2015–2016),7.9,108,75 min,"Drama, Romance","Kim Hyun-joo, Jin-hee Ji, Han-byeol Park, Kyu-han Lee","
A woman who lost her memory falls in love with the husband she despised."
Excellent Shaman Ga Doo Shim,(2021– ),7.1,188,20 min,"Fantasy, Mystery","Kim Sae-ron, Nam Da-reum, Soo-Jang Baek, Bae Hae-Sun","
A story of a high school girl born with an undesired fate who transfers to a haunted school where a student who came last on the test commits suicide."
The Sound of Your Heart,(2016– ),8.2,982,-,Comedy,"Kwang-Soo Lee, Dae-Myung Kim, Jung So-Min, Kim Byeong-Ok","
Based on the longest-running webtoon ""Maeum-ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family."
Tobot,(2018),6.8,37,22 min,"Animation, Action, Adventure","Valin Shinyei, Octavian Kaul, Paul Dobson, Matt Hill","
They're robots that can transform into cars and the Tobots are committed to fighting villains to protect the city and root out crime."
Yong Pal,(2015),7.5,753,60 min,"Drama, Romance","Joo Won, Kim Tae-hee, Hyeon-jae Jo, Jeong-an Chae","
Kim Tae-hyun is a talented surgeon. Desperate for money to pay for his sister's medical bills, he adopts the code name Yong-pal and offers his medical skills to those in need of medical ...                See full summary »
"
Queen In-hyun's Man,(2012),8.0,"1,074",45 min,"Fantasy, Romance","Eom Hyo-Seob, Yoo In-Na, Hyun-Woo Ji, Dal-hwan Jo","
Kim Boong Do is a scholar who travels 300 years into the future of modern Seoul and meets Choi Hee Jin, a no-name actress who is expecting a career renaissance through her role as Queen In Hyun in a TV drama."
Iljimae,(2008),8.1,902,60 min,"Action, History, Romance","Lee Joon-Gi, Sung-ryung Kim, Kil-kang Ahn, Won-jong Lee","
During the Joseon Dynasty, Ryung acted as a hooligan in the marketplace by day but at night he was a thief who robbed corrupted government officials to give to the poor."
"I'm Sorry, I Love You",(2004),8.4,"1,143",70 min,"Drama, Romance","So Ji-seob, Lim Soo-jung, Jung Kyung-ho, Lee Hye-yeong","
Mu-Hyuk, a Korean adopted to Australia, is a tough but very attractive street guy. He is shot in the head at his girlfriend's wedding and must wait for his death. He decides to go back to ...                See full summary »
"
Syowindo: Yeowangui Jib,(2021– ),-,-,-,"Mystery, Romance, Thriller",-,"
A mystery melodrama about a woman named Han Sun Joo who expresses support for another woman's involvement in an affair, without knowing that the affair is with her husband."
BTS: Bon Voyage,(2016– ),9.6,908,-,Reality-TV,"BTS, J-Hope, Jimin, Jin","
BTS: Bon Voyage is a reality show about members of South Korean boy band BTS (Bangtan Sonyeondan) travelling. It shows them in everyday situations that every traveller encounters and offers an unique insight in members' lives."
Summer Love,(2015),7.0,60,5 min,"Comedy, Romance","Lee Min-Ho, Im Yoon-ah","
Two young people who have been friends for a long time spend their time together, discussing a new product from Long Way Cushion. This promotional video combines makeup with love."
Flower Boy Next Door,(2013),7.2,"1,560",-,"Comedy, Romance","Kim Ji-hoon, Seul-gi Kim, Go Kyung-Pyo, Kôki Mizuta","
Shy, sweet Dok Mi spends her life avoiding contact with people while she spies on the hunky doctor who lives in the apartment across the street. Her solitary existence is soon interrupted ...                See full summary »
"
Pucca,(2006–2008),6.7,"4,338",6 min,"Animation, Action, Comedy","Judith Cabral, Tabitha St. Germain, Lee Tockar, Brian Drummond","
The madcap antics of a feisty noodle shop delivery girl and her reluctant ninja master crush, Garu."
Welcome,(2020– ),7.1,338,35 min,"Comedy, Fantasy, Romance","Myung-Soo Kim, Ye-Eun Shin, Seo Ji-Hoon, Ye-Joo Yoon","
Adapted from the webtoon series ""Welcome"", this TV series tells the story of graphic designer Kim Sol Ah who brings home a cat, unaware that the animal can turn into a human being."
A-TEEN,(2018–2019),7.7,146,10 min,"Comedy, Drama, Romance","Ahn Jung-Hoon, Ye-Eun Shin, Na-Eun Lee, Soo-Hyun Kim","
It's easy to talk about teenagers, but we are now in our teens for the first time. All the moments were too serious to say I was not worried."
Never twice,(2019–2020),8.1,58,120 min,Comedy,"Kwak Dong-yeon, Ji-Ho Oh, Ji-won Ye, Se-wan Park","
The series follows the story of the long-term guests at Paradise Inn, located in the heart of Seoul. From the first room to the sixth room, all the guests are different in age, gender, and even where they grew up."
You're All Surrounded,(2014),7.5,"1,136",58 min,"Action, Comedy, Mystery","Go Ara, Seung-Won Cha, Ahn Jae-Hyun, Yun-a Oh","
P4: are the new recruits in the violent crimes unit at Gangnam Police Station. The journey of four young cops as they fumble, learn, fall in love and find their way to becoming people the citizens can trust."
Athena: Goddess of War,(2010–2011),6.7,412,-,"Action, Romance, Thriller","Jung Woo-sung, Soo Ae, Seung-Won Cha, Ji-Ah Lee","
IRIS Spin-Off about a new agency, called the National Anti-Terror Service (NTS), as they go up against another secret terrorist organization, called Athena."
EXO Next Door,(2015),7.2,"1,236",15 min,"Comedy, Drama, Romance","Baek-Hyun Byun, Kyung-soo Do, Moon Ga-young, Se-hun Oh","
It is about an ordinary girl named Ji Yeon hee who finds out that her neighbors are the lame dudes of EXO."
Tobot Galaxy Detectives,(2020– ),7.4,10,-,Animation,"Travis Turner, Austin A.J. Abell, Cole Howard, Jesse Inocalla","
Young detective Tyler King tackles all kinds of mysteries with his friends, the Galaxy Detectives."
Catch! Teenieping,(2020– ),7.1,7,13 min,"Comedy, Fantasy","Jang Na-ra, Ji-hyeon Lee, Um Sang-Hyun","
Set free on Earth, fairies with magical powers begin influencing people's emotions. Now, it's up to a princess from a faraway kingdom to stop them."
The Game: Towards Zero,(2020),7.2,183,35 min,"Crime, Drama, Fantasy","Taecyeon, Yeon-hee Lee, Ju-hwan Lim, Ji-il Park","
When Kim Tae Pyung looks into a person's eyes, he can see the moment preceding their death. He partners with Detective Seo Joon Young to solve a serial murder case."
When My Love Blooms,(2020),7.6,253,60 min,"Drama, Romance","Jinyoung Park, So-nee Jeon, Yoo Ji-Tae, Lee Bo-young","
Jae-hyun and Ji-soo fell in love when they were university students. Twenty years later, they cross paths once again: Jae-hyun has become a successful businessman, while Ji-soo is a mother and a contract worker living a difficult life."
Pasta,(2010– ),7.7,799,-,"Comedy, Drama, Romance","Kong Hyo-Jin, Sun-kyun Lee, Lee Hanee, Alex Chu","
A well-produced, feel-good drama, Pasta is the story of Seo Yoo Kyung, who has endured the grueling job of kitchen assistant at high-class restaurant La Sfera for two years in hopes of ...                See full summary »
"
Ghost,(2012),7.9,536,60 min,"Mystery, Thriller","So Ji-seob, Yeon-hee Lee, Hyun-Sung Jang, Kwak Do-won","
A drama based on a cyber investigation squad. Kim Woo-Hyun is the only son of a high ranking police officer. Woo-Hyun entered the police academy ranked first and graduated from the academy ...                See full summary »
"
The Kingdom of the Winds,(2008–2009),7.7,886,-,"Drama, Fantasy, History","Yun-a Oh, Il-guk Song, Jeong-won Choi, Kim Jae-Wook","
Story of of king Daemusin, third ruler of Goguryeo and grandson of king Jumong."
My Absolute Boyfriend,(2019),7.0,258,35 min,"Comedy, Fantasy, Romance","Yeo Jin-gu, Min-ah Bang, Jong-Hyun Hong, Ji Yoon Hong","
Dan Dan, is a woman who works as a special effects make-up artist but has a very cold-heart. She then, unexpectedly, falls in love with Yeong Goo, a humanoid robot programmed to be a ...                See full summary »
"
RedaKai,(2011– ),5.6,215,22 min,"Animation, Action, Adventure","Martin Hylander Brucker, Austin Di Iulio, Jasmine Richards, Eden Gamliel","
The series revolves around Ky, a 15-year-old student of ancient martial arts, who embarks on an epic quest to find the Kairu, a primordial alien energy source. Aided by his friends Maya and...                See full summary »
"
Run BTS!,(2015– ),9.7,"1,013",-,Game-Show,"RM, V, Jin, Jimin","
Run BTS (Dallyeola Bangtan!) is a South Korean show by the boy band BTS (Bangtan Sonyeondan). The show is all about BTS doing activities, challenges, games and lots more."
I Live Alone,(2013– ),8.8,43,-,"Comedy, Reality-TV","Kim Kwang-gyu, Hyun-Moo Jun, Yook Joong Wan, Hong-chul Noh","
This show recollects the daily lives of celebrities and form its unique sympathies among the singles within South Korea by showing celebrities' lives without significant filtering."
Rupert,(1991–2020),7.0,"1,600",30 min,"Animation, Adventure, Family","Julie Lemieux, Valerie Boyle, Guy Bannerman, Torquil Campbell","
The adventures of a young bear named Rupert who unintentionally ends up in faraway/mystical places, but at the end manages to make it back safely to his home of Nutwood."
Beautiful Gong Shim,(2016),7.4,807,70 min,"Comedy, Crime, Drama","Min-ah Bang, Min Namkoong, Joo-Wan On, Seo Hyo-Rim","
This drama is about the Love story of two sisters and two men. The older sister has everything, including a beautiful appearance, and the younger sister only has a warm heart. One of the ...                See full summary »
"
Shopping King Louie,(2016),7.5,"1,132",-,"Comedy, Romance","Seo In-Guk, Nam Ji-Hyun, Yoon Sang-Hyun, Eom Hyo-Seob","
An heir used to shopping away his grief finds himself trapped in Seoul with no memory and no one to help him except a sweet, rural girl who teaches him the value of a life without money."
Moment at Eighteen,(2019),7.6,346,65 min,"Drama, Romance","Seong-wu Ong, Hyang-gi Kim, Seung-Ho Shin, Kang Ki-Young","
Coming-of-age drama about 18-year-olds, taking a realistic look into the moments of their lives, moments that all of us might have experienced at one time or another. Ong Seong Woo plays ...                See full summary »
"
Blood,(2015– ),6.8,741,65 min,"Drama, Horror","Derek Chouinard, Ku Hye-Sun, Ahn Jae-Hyun, Jung Hae-In","
Set within a hospital. A vampire works as a doctor. A battle between good and evil as well as immortal love takes place."
Search,(2020),7.1,364,60 min,"Mystery, Thriller","Dong-Yoon Jang, Krystal Jung, Bak Yoon, Hyun-Wook Lee","
""Search"" is a military thriller drama that takes place in the demilitarized zone (DMZ) and tells the story of a specialized search party that forms to uncover the truth behind mysterious disappearance and murder cases."
Graceful Family,(2019– ),7.9,280,80 min,Drama,"Soo-hyang Im, Lee Jang-woo, Chong-ok Bae, Suk Mun","
Mo Seok Hee is an only child and her father runs the large company MC Group. She is beautiful, smart and rich. Mo Seok Hee appears like she is arrogant, but she struggles over her mother's ...                See full summary »
"
Rainbow Ruby,(2016– ),6.4,76,11 min,"Animation, Adventure, Comedy","Shannon Chan-Kent, Johnny Yong Bosch, Kate Higgins, Colleen O'Shaughnessey","
Rainbow Ruby comes to the rescue whenever a doll friend needs help! When Choco's heart starts to glow, she knows it's time for a magical journey into Rainbow Village. With the help of her ...                See full summary »
"
A Witch's Love,(2014– ),7.4,435,-,"Comedy, Romance","Uhm Junghwa, Seo Jun Park, Jae-Suk Han, Yeon-joo Jung","
Based on the popular Taiwanese drama, My Queen! Despite her witchy reputation at work, 39-year-old tabloid reporter Ban Ji Yeon (Uhm Jung Hwa) is ultra focused on her job. What her ...                See full summary »
"
