ID,BirthYear,Education,Marital_Status,Income,NKids,EnrollDate,Recency,Complain,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,AccCampaign,Response
1346,1955,2n Cycle,Married,72635,0,3/6/2013,54,0,22,323,104,35,107,6,8,6,1,First,No
1347,1944,PhD,Divorced,55614,0,27/11/2013,85,0,13,131,8,0,26,9,4,6,1,None,No
1348,1969,Master,Married,70091,1,31/3/2013,11,0,34,137,15,0,11,5,2,10,2,None,No
1349,1966,Graduation,Widow,27038,0,18/9/2012,64,0,26,25,17,23,15,3,0,3,1,None,Yes
1350,1970,Master,Married,44511,1,12/10/2012,39,0,7,133,46,14,14,8,4,8,6,None,No
1351,1975,Graduation,Together,59481,1,23/10/2013,47,0,3,85,71,66,58,3,3,8,2,None,No
1352,1978,Graduation,Married,38415,2,2/1/2013,91,0,1,13,4,0,4,1,0,3,2,None,No
1353,1979,Master,Divorced,33462,1,7/8/2013,78,0,3,18,0,0,11,2,0,3,1,None,No
1354,1988,Graduation,Single,66951,0,2/11/2013,46,0,162,305,173,76,124,3,4,7,1,None,No
1355,1961,Graduation,Divorced,27215,3,23/1/2013,50,0,5,22,8,9,28,2,1,4,4,None,No
1356,1984,Graduation,Together,16529,1,1/3/2014,23,0,0,5,13,0,1,1,0,3,1,None,No
1357,1965,Graduation,Married,77343,0,9/6/2014,28,0,151,573,98,54,31,3,4,9,1,None,No
1358,1970,PhD,Married,55158,2,30/7/2012,72,0,0,87,4,11,23,7,2,5,4,None,Yes
1359,1972,Graduation,Together,59868,1,22/7/2013,37,0,51,154,54,10,154,11,2,12,7,None,No
1360,1974,Graduation,Married,67445,1,12/8/2012,63,0,80,217,29,80,11,9,6,12,5,None,No
1361,1940,PhD,Single,51141,0,8/7/2013,96,0,0,7,0,0,6,3,1,4,1,None,No
1362,1965,Graduation,Single,23478,0,19/3/2013,51,0,6,27,12,17,39,3,0,3,1,None,No
1363,1989,Graduation,Together,31928,1,28/3/2014,5,0,4,24,4,2,5,3,0,4,2,None,No
1364,1966,Graduation,Single,33279,0,12/6/2014,29,0,3,3,0,0,0,0,0,3,1,None,No
1365,1973,Basic,Married,18978,1,11/12/2012,41,0,8,1,4,7,15,1,0,3,1,None,No
1366,1966,Master,Married,38179,2,14/3/2013,30,0,4,22,4,2,20,3,1,3,4,None,No
1367,1964,Graduation,Married,75236,1,25/11/2013,27,0,66,400,12,38,114,8,3,13,1,None,No
1368,1951,Master,Single,58217,3,17/11/2012,84,0,1,13,3,5,13,2,0,4,1,None,No
1369,1948,PhD,Single,60200,1,2/1/2013,3,0,19,132,0,6,26,6,2,11,6,None,No
1370,1968,Master,Together,43795,1,16/10/2013,11,0,11,53,4,3,107,7,3,4,3,None,Yes
1371,1951,Graduation,Married,71965,1,29/7/2013,21,0,19,286,50,38,248,6,3,5,3,None,No
1372,1954,PhD,Married,70421,1,28/6/2014,98,0,28,136,75,14,35,10,3,7,3,None,No
1373,1985,Graduation,Together,29103,1,27/8/2012,38,0,0,17,6,3,6,1,0,3,2,None,No
1374,1988,Graduation,Single,68655,0,10/8/2012,95,0,19,832,75,118,38,4,5,11,1,None,No
1375,1954,Graduation,Married,38998,2,3/11/2012,92,1,1,14,0,0,5,2,0,3,3,None,No
1376,1979,Graduation,Married,17688,1,13/1/2013,82,1,2,1,3,1,2,1,0,2,1,None,No
1377,1966,Graduation,Single,86358,2,8/8/2012,78,0,47,494,82,47,95,5,3,6,4,None,No
1378,1962,Graduation,Divorced,37859,3,12/1/2013,75,0,1,8,2,1,2,1,0,3,2,None,No
1379,1985,Graduation,Married,21355,1,20/8/2013,5,0,13,14,0,5,31,2,1,2,2,None,Yes
1380,1966,Graduation,Single,37070,2,20/3/2013,30,0,7,137,4,15,39,5,1,8,9,None,Yes
1381,1983,Graduation,Divorced,82025,0,28/5/2013,76,0,98,606,48,70,98,3,2,6,1,None,Yes
1382,1980,2n Cycle,Married,96547,0,23/5/2014,4,0,21,125,52,101,62,7,6,8,0,First,Yes
1383,1974,Graduation,Married,44989,1,12/9/2012,26,0,0,106,49,10,106,5,1,5,5,None,No
1384,1953,Graduation,Together,41452,2,6/3/2013,86,0,0,3,0,0,0,1,0,2,1,None,No
1385,1982,Master,Single,75777,0,4/7/2013,12,0,26,538,69,13,80,3,6,11,1,None,Yes
1386,1979,Graduation,Together,21645,1,3/9/2012,75,0,0,23,4,5,19,3,0,3,3,None,Yes
1387,1987,Graduation,Single,29236,1,8/10/2013,30,0,4,24,16,9,9,4,0,3,2,None,No
1388,1971,Graduation,Divorced,1730,0,18/5/2014,65,0,1,3,1,1,1,0,0,0,15,None,No
1389,1989,Master,Divorced,10979,0,22/5/2014,34,0,4,10,2,2,4,3,0,3,2,None,No
1390,1969,Master,Together,35924,2,23/3/2014,56,0,0,14,2,3,7,1,0,3,1,None,No
1391,1959,PhD,Divorced,68805,1,17/9/2013,73,0,2,49,17,13,20,3,1,7,1,None,No
1392,1974,PhD,Married,65352,1,21/8/2013,43,0,3,84,4,7,23,4,2,8,2,None,No
1393,1965,PhD,Together,32727,0,28/8/2012,38,0,13,180,86,13,70,7,3,5,2,None,No
1394,1954,Graduation,Widow,27421,0,12/12/2012,14,0,12,96,78,40,55,4,1,6,3,None,No
1395,1977,Graduation,Divorced,32952,1,1/12/2013,36,0,0,12,3,1,1,2,0,3,1,None,No
1396,1967,Graduation,Single,79146,2,24/4/2014,33,0,16,223,21,43,16,8,1,8,2,None,No
1397,1968,Graduation,Divorced,61671,1,3/6/2014,23,0,7,56,0,0,28,10,4,6,8,First,No
1398,1994,Graduation,Together,80685,0,22/8/2012,55,0,45,604,34,26,54,6,4,10,1,None,No
1399,1953,Master,Widow,84953,0,3/6/2013,73,0,48,602,63,72,72,3,10,4,1,First,Yes
1400,1967,PhD,Married,63246,2,20/8/2013,60,0,30,91,29,22,7,6,3,12,1,None,No
1401,1989,Graduation,Married,28691,1,4/7/2013,56,0,4,13,8,0,4,1,0,3,1,None,No
1402,1978,2n Cycle,Married,26224,1,4/6/2013,39,0,7,15,13,9,15,2,1,3,3,None,No
1403,1968,PhD,Married,44377,2,5/10/2012,70,0,0,30,0,0,10,5,1,5,8,None,No
1404,1967,Graduation,Divorced,76982,0,15/2/2014,19,0,151,292,65,60,30,8,3,4,1,None,Yes
1405,1941,PhD,Married,93027,0,13/4/2013,77,0,42,716,55,0,21,7,10,5,0,None,No
1406,1951,2n Cycle,Married,78497,0,1/12/2013,44,0,26,447,75,0,223,5,7,12,1,First,No
1407,1966,PhD,Single,46734,3,21/10/2013,86,0,1,39,6,1,76,3,2,3,4,None,No
1408,1971,Graduation,Single,31632,0,14/7/2013,92,0,8,12,11,15,32,2,1,2,1,None,No
1409,1952,Graduation,Single,84574,0,4/6/2013,72,0,20,713,38,54,163,9,11,11,1,None,No
1410,1958,Master,Married,49572,2,15/12/2013,25,0,1,16,0,1,1,2,0,3,2,None,No
1411,1977,Master,Married,27889,1,5/7/2013,42,0,0,4,0,0,8,1,1,2,1,None,No
1412,1974,Graduation,Married,26751,2,22/5/2014,26,0,1,5,0,3,1,1,0,2,1,None,No
1413,1947,Graduation,Single,77457,0,5/3/2014,85,0,11,400,15,45,11,2,5,10,1,None,No
1414,1982,Graduation,Together,50272,1,7/8/2013,75,0,13,66,43,8,4,4,1,5,3,None,No
1415,1972,PhD,Together,83443,0,31/12/2013,89,0,42,742,55,56,84,6,10,5,1,None,No
1416,1974,Graduation,Together,75702,1,14/10/2012,87,0,0,629,145,37,37,10,5,13,1,None,No
1417,1976,Graduation,Married,74068,0,19/3/2013,14,0,30,537,140,76,15,4,10,9,1,None,No
1418,1950,Master,Divorced,38054,2,1/5/2014,24,0,2,17,2,1,0,2,0,3,2,None,No
1419,1986,Graduation,Married,71952,1,10/1/2013,93,0,80,455,52,107,93,8,4,8,2,None,No
1420,1951,Graduation,Divorced,43185,1,10/4/2013,88,1,6,42,16,6,30,9,3,6,2,None,No
1421,1980,Master,Married,69661,0,13/5/2014,80,0,16,106,32,16,8,7,3,12,1,None,No
1422,1972,2n Cycle,Single,65704,0,13/10/2013,18,0,172,74,38,8,246,2,10,10,1,None,No
1423,1955,Graduation,Single,62535,1,3/10/2013,13,0,48,90,0,45,52,3,2,8,1,None,No
1424,1984,Graduation,Single,11012,1,16/3/2013,82,0,3,26,7,1,23,3,1,2,3,None,No
1425,1981,Graduation,Single,58684,0,16/6/2014,71,0,35,179,28,7,85,5,3,12,1,None,No
1426,1968,Master,Married,29543,2,1/4/2014,47,0,3,18,3,4,18,3,1,2,2,None,No
1427,1965,2n Cycle,Married,70924,0,7/4/2014,41,0,114,254,132,152,76,6,6,7,1,None,No
1428,1973,Graduation,Married,33471,1,12/10/2012,47,0,2,27,0,9,12,3,0,4,3,None,No
1429,1963,Graduation,Together,54414,2,23/1/2013,49,0,18,16,24,26,18,3,1,5,4,None,No
1430,1971,Graduation,Married,76445,1,28/9/2012,2,0,107,309,140,80,35,2,5,13,1,None,No
1431,1953,PhD,Single,46231,3,26/11/2012,87,0,2,55,0,5,12,6,1,4,4,None,No
1432,1955,PhD,Married,66465,1,30/3/2013,1,0,0,204,38,29,14,11,9,12,3,First,No
1433,1978,2n Cycle,Married,25804,1,1/9/2013,34,0,7,9,13,6,12,2,0,3,2,None,No
1434,1974,PhD,Married,37087,1,11/8/2013,50,0,55,134,15,0,3,4,2,8,3,None,No
1435,1983,Graduation,Married,36790,0,1/3/2013,14,0,3,14,15,21,10,2,1,2,1,None,Yes
1436,1966,PhD,Single,78420,0,29/6/2013,75,0,28,674,91,28,28,3,10,8,1,None,No
1437,1952,PhD,Together,61010,1,9/10/2012,57,0,0,57,0,0,76,8,5,11,2,None,No
1438,1963,Graduation,Married,80124,0,26/6/2014,47,0,84,398,205,84,241,3,7,8,1,None,No
1439,1973,Graduation,Married,67432,1,29/3/2013,69,0,79,341,177,136,170,8,5,4,2,None,No
1440,1962,Graduation,Divorced,63887,1,8/9/2012,38,0,23,207,15,11,92,9,6,12,5,None,No
1441,1985,Graduation,Married,19986,1,14/11/2013,74,0,6,5,0,2,6,0,0,3,1,None,No
1442,1975,Graduation,Widow,58330,1,25/12/2013,87,0,53,213,104,98,151,6,4,13,1,None,No
1443,1963,PhD,Widow,52278,1,25/1/2013,24,0,0,71,0,0,174,10,5,10,6,None,No
1444,1943,PhD,Married,75865,0,31/3/2014,73,0,0,591,156,0,12,3,5,10,1,None,No
1445,1965,Master,Widow,51390,2,8/9/2012,54,0,20,47,23,2,56,5,2,5,6,None,No
1446,1957,Graduation,Married,73803,1,1/8/2012,61,0,80,363,52,26,174,9,5,6,2,None,Yes
1447,1982,Graduation,Single,68627,0,12/1/2013,45,0,15,263,60,54,38,2,3,6,1,None,No
1448,1968,Graduation,Divorced,36997,2,1/2/2013,72,0,4,12,8,0,27,2,1,4,5,None,No
1449,1977,PhD,Single,42997,2,7/12/2013,91,0,0,5,0,1,5,1,0,2,1,None,No
1450,1962,PhD,Married,54693,1,17/2/2013,72,0,17,142,23,26,35,6,4,13,8,None,No
1451,1986,Master,Single,21888,1,29/12/2012,15,0,10,46,2,3,64,5,1,2,4,None,Yes
1452,1955,2n Cycle,Together,74805,1,6/11/2013,14,0,162,209,41,162,37,4,7,10,5,None,No
1453,1983,Master,Married,27100,1,5/4/2013,64,0,0,13,2,0,10,1,0,3,1,None,No
1454,1972,Graduation,Together,64474,1,22/10/2013,59,0,35,172,56,86,93,8,2,10,2,None,No
1455,1977,Graduation,Married,30368,1,7/11/2013,97,0,0,13,2,0,2,2,0,3,2,None,No
1456,1966,PhD,Together,30843,2,26/5/2014,43,0,0,2,0,0,9,1,1,2,2,None,No
1457,1969,Master,Together,,2,18/5/2013,52,0,42,48,94,66,96,4,10,4,7,None,No
1458,1955,Graduation,Together,65748,1,15/4/2013,58,1,73,93,95,78,34,2,4,10,2,None,No
1459,1950,PhD,Married,41145,2,8/2/2014,20,0,0,3,0,0,1,0,0,3,1,None,No
1460,1966,Graduation,Married,44794,1,8/6/2014,99,0,0,7,0,0,4,2,0,3,1,None,No
1461,1957,Graduation,Married,62187,0,5/7/2013,49,0,0,275,45,45,126,4,8,5,1,None,No
1462,1983,Graduation,Single,101970,0,12/3/2013,69,0,27,102,44,72,168,6,8,13,0,First,Yes
1463,1977,Graduation,Married,31353,2,29/12/2013,24,0,0,10,3,1,7,1,1,2,2,None,No
1464,1960,PhD,Divorced,50611,1,4/10/2012,98,0,0,24,6,0,4,4,5,7,6,None,Yes
1465,1973,Graduation,Widow,42429,1,11/2/2014,99,0,0,6,2,0,4,1,1,3,2,None,No
1466,1972,Graduation,Married,69209,0,17/9/2012,4,0,32,849,229,48,128,5,3,6,2,First,No
1467,1975,2n Cycle,Married,17003,1,9/12/2013,37,0,5,12,4,8,7,2,0,4,3,None,No
1468,1951,Graduation,Single,,3,1/1/2014,96,0,5,48,6,10,7,2,1,4,3,None,No
1469,1960,Graduation,Widow,47916,1,22/11/2012,72,0,0,26,0,0,75,7,4,6,5,None,No
1470,1978,Graduation,Together,57867,1,1/10/2013,48,0,35,178,15,23,17,7,2,9,7,None,No
1471,1969,Graduation,Together,38361,1,27/12/2013,74,0,0,56,20,8,14,3,1,3,3,None,No
1472,1971,Graduation,Together,34600,2,1/1/2013,8,0,33,60,8,3,15,5,2,5,5,None,Yes
1473,1978,2n Cycle,Single,52195,3,12/5/2014,2,0,0,4,0,0,1,1,0,2,1,None,No
1474,1981,Graduation,Divorced,56981,0,25/1/2014,91,1,48,217,32,12,24,2,3,13,1,None,No
1475,1957,Graduation,Married,78618,0,28/9/2012,87,0,163,818,212,163,61,4,7,10,1,None,No
1476,1971,Master,Single,33316,2,4/10/2013,34,0,1,31,4,4,12,2,1,4,3,None,No
1477,1969,PhD,Together,69476,0,30/9/2013,3,0,86,559,63,9,67,4,6,4,1,None,No
1478,1959,PhD,Single,,0,5/11/2013,80,0,11,50,3,2,39,1,3,4,1,None,No
1479,1953,Graduation,Married,48686,3,4/12/2013,8,0,0,7,2,0,1,1,0,2,1,None,No
1480,1968,Graduation,Together,41728,1,24/5/2013,92,0,6,15,3,5,13,2,0,2,1,None,No
1481,1985,Graduation,Single,70596,0,5/10/2012,68,0,44,534,17,0,26,3,5,12,1,None,No
1482,1973,Graduation,Single,7500,1,26/12/2013,54,0,3,10,12,7,20,3,1,3,4,None,No
1483,1952,Graduation,Divorced,69142,1,29/6/2014,50,0,4,34,6,4,39,8,1,7,3,None,No
1484,1982,2n Cycle,Single,23616,1,17/11/2012,76,0,22,11,3,7,32,3,0,3,2,None,Yes
1485,1949,2n Cycle,Widow,74859,0,3/6/2013,63,0,73,614,133,102,73,6,5,11,1,First,No
1486,1962,Graduation,Together,76081,0,23/5/2014,85,0,30,415,63,33,200,4,5,4,1,First,No
1487,1986,PhD,Together,38197,1,29/6/2013,86,0,0,11,2,1,3,1,0,3,1,None,No
1488,1971,Master,Married,56850,1,23/3/2014,83,0,1,19,2,7,0,1,1,3,1,None,No
1489,1959,PhD,Married,36732,2,29/12/2013,71,0,5,3,10,1,7,1,1,4,3,None,No
1490,1961,2n Cycle,Widow,59184,1,9/9/2012,6,0,142,113,259,151,66,6,6,12,3,None,No
1491,1958,PhD,Single,71691,0,17/3/2014,0,0,130,411,240,32,43,4,7,5,1,None,Yes
1492,1973,Basic,Together,9722,1,2/10/2012,7,0,17,16,6,16,42,3,1,3,4,None,Yes
1493,1957,Graduation,Married,55267,1,21/10/2013,28,0,28,136,32,3,45,3,4,6,4,None,No
1494,1982,Master,Single,75777,0,4/7/2013,12,0,26,538,69,13,80,3,6,11,1,None,Yes
1495,1981,Master,Married,36959,1,2/10/2013,56,0,6,25,6,0,0,2,0,3,2,None,No
1496,1952,PhD,Divorced,46610,2,29/10/2012,8,0,12,96,33,22,43,4,1,6,6,None,Yes
1497,1976,Graduation,Together,51369,1,25/10/2012,84,0,7,79,0,11,182,8,2,4,2,None,No
1498,1981,Master,Together,42021,1,31/8/2012,34,1,5,136,7,5,27,10,1,6,5,None,No
1499,1968,Graduation,Divorced,75693,0,6/12/2012,10,0,153,293,72,97,30,11,4,6,1,First,Yes
1500,1951,Master,Together,39767,0,21/7/2013,18,0,61,204,34,26,47,7,1,7,2,None,No
1501,1976,Graduation,Divorced,30992,1,22/4/2013,83,0,0,14,7,3,2,1,0,3,1,None,No
1502,1978,Graduation,Together,41580,2,10/12/2012,15,0,5,24,4,0,3,2,1,3,3,None,No
1503,1966,Graduation,Married,80398,0,10/11/2012,92,0,51,936,207,35,26,5,8,12,1,None,No
1504,1951,Graduation,Single,49090,1,19/7/2013,45,0,5,82,7,0,100,7,2,9,3,None,No
1505,1952,PhD,Married,54549,1,3/3/2014,8,0,2,6,0,0,9,5,1,4,2,None,No
1506,1970,Graduation,Together,53187,1,26/10/2013,66,0,2,30,7,7,10,4,1,6,2,None,No
1507,1964,PhD,Married,31686,2,5/6/2014,31,0,0,5,0,0,1,1,0,3,2,None,No
1508,1971,Graduation,Married,43824,2,15/9/2012,18,0,1,42,12,3,32,3,1,4,4,None,No
1509,1968,Master,Divorced,27071,1,23/4/2014,90,0,3,19,0,2,3,2,0,3,2,None,No
1510,1987,Graduation,Single,46923,1,22/8/2012,90,0,44,54,102,78,6,5,1,7,3,None,No
1511,1971,2n Cycle,Married,54690,2,7/11/2013,76,0,16,37,7,9,18,3,1,5,3,None,No
1512,1975,Graduation,Together,80144,0,30/9/2013,47,0,132,445,250,192,108,3,7,8,1,None,No
1513,1991,PhD,Single,68126,0,10/11/2012,40,0,17,311,23,51,86,7,4,5,1,None,Yes
1514,1985,Graduation,Single,29760,1,29/8/2012,87,0,4,68,7,5,17,3,1,4,4,None,No
1515,1988,Graduation,Single,27938,1,28/4/2014,31,0,0,8,2,1,5,1,0,4,1,None,No
1516,1973,Graduation,Divorced,71128,1,6/10/2012,80,0,159,447,20,0,31,2,10,12,3,None,No
1517,1969,Master,Married,42169,2,19/10/2013,20,0,0,9,0,0,2,1,0,3,2,None,No
1518,1967,Master,Together,62513,1,9/9/2013,16,0,42,98,0,42,14,6,4,10,2,None,No
1519,1960,Master,Single,98777,0,17/2/2014,23,0,19,711,125,115,38,4,6,9,0,None,No
1520,1954,Graduation,Single,36130,1,2/2/2013,46,0,43,127,68,56,37,3,8,4,6,None,Yes
1521,1956,Master,Together,34941,2,6/3/2013,26,0,2,25,4,3,24,3,0,3,2,None,No
1522,1954,Graduation,Single,22507,0,24/11/2012,67,0,0,226,51,157,68,10,2,4,3,None,No
1523,1964,Master,Single,63972,1,2/12/2012,93,0,63,254,0,12,12,5,4,10,4,None,No
1524,1950,PhD,Widow,56551,2,7/5/2014,48,0,4,32,17,2,16,2,1,4,3,None,No
1525,1963,Master,Single,64191,1,22/1/2013,30,0,15,186,151,38,15,5,3,13,3,None,No
1526,1950,PhD,Divorced,42873,2,21/1/2013,11,0,0,40,3,2,15,6,1,4,4,None,No
1527,1948,PhD,Married,56223,1,20/12/2013,72,0,28,31,16,0,4,2,1,5,2,None,No
1528,1967,Graduation,Single,79146,2,24/4/2014,33,0,16,223,21,43,16,8,1,8,2,None,No
1529,1976,Graduation,Single,75825,0,12/10/2012,40,0,105,779,137,105,51,5,8,9,0,None,Yes
1530,1957,PhD,Married,44155,2,19/1/2014,24,0,1,9,0,0,14,1,1,2,1,None,No
1531,1956,2n Cycle,Together,54342,2,3/7/2013,74,0,10,34,11,10,28,3,1,4,4,None,No
1532,1983,Graduation,Married,30096,1,22/5/2014,30,0,3,11,12,5,9,2,0,3,1,None,No
1533,1952,Graduation,Together,83844,0,12/5/2013,57,0,31,345,75,31,191,4,4,11,1,None,No
1534,1968,Master,Divorced,23748,1,21/11/2012,97,0,6,29,12,15,8,2,1,3,3,None,No
1535,1950,PhD,Widow,56551,2,7/5/2014,48,0,4,32,17,2,16,2,1,4,3,None,No
1536,1980,Graduation,Married,43586,1,30/8/2012,26,0,2,11,4,0,16,3,0,4,3,None,No
1537,1964,Graduation,Married,49096,2,24/9/2013,15,0,1,32,2,1,7,4,1,4,4,None,No
1538,1952,Graduation,Married,50300,1,25/5/2014,52,0,15,60,24,23,5,2,1,8,2,None,No
1539,1978,PhD,Single,31626,1,10/5/2013,12,0,1,9,2,1,34,2,1,2,1,None,Yes
1540,1979,PhD,Together,27922,1,10/5/2014,80,0,0,13,2,4,11,2,0,3,1,None,No
1541,1946,PhD,Married,51012,0,18/4/2013,86,0,9,63,2,9,24,4,1,4,1,None,No
1542,1992,Basic,Single,15253,1,28/10/2013,13,0,3,3,8,1,13,1,0,3,2,None,No
1543,1983,Graduation,Together,37292,1,18/4/2013,32,0,0,86,10,23,66,6,3,5,5,None,No
1544,1974,2n Cycle,Together,49669,1,24/5/2014,97,0,5,107,11,8,29,5,1,6,2,None,No
1545,1974,Graduation,Single,42373,2,15/8/2013,83,0,5,61,3,8,19,2,1,5,5,None,No
1546,1990,Basic,Single,16185,1,5/8/2013,71,0,11,16,21,8,45,2,2,2,2,None,No
1547,1975,Master,Married,92163,0,12/12/2012,25,0,183,797,106,163,20,5,11,5,0,First,Yes
1548,1973,2n Cycle,Married,43050,1,18/3/2014,10,0,5,24,6,3,8,2,0,4,2,None,No
1549,1977,Graduation,Married,22108,2,8/5/2014,46,1,3,9,6,2,6,2,0,3,2,None,No
1550,1978,Master,Together,61346,1,6/10/2013,34,0,58,168,43,16,142,5,7,10,1,None,No
1551,1989,Graduation,Single,64449,1,18/2/2014,70,0,63,282,137,35,70,5,3,12,4,None,No
1552,1973,PhD,Alone,35860,2,19/5/2014,37,0,0,8,4,2,20,1,1,2,2,None,Yes
1553,1985,PhD,Single,30298,0,19/5/2014,48,0,3,12,6,1,0,1,1,3,1,None,No
1554,1968,Master,Married,70777,1,25/2/2014,80,0,35,113,0,7,78,5,3,12,3,None,No
1555,1978,Graduation,Married,33039,1,9/9/2013,4,0,8,12,8,8,12,2,0,4,1,None,No
1556,1976,PhD,Married,51650,1,11/5/2014,81,0,3,22,2,5,7,4,1,4,1,None,No
1557,1969,Graduation,Widow,40590,2,2/10/2013,30,0,0,50,6,11,37,3,4,3,5,None,No
1558,1975,2n Cycle,Together,46772,1,7/11/2012,88,0,104,189,197,151,57,11,8,5,6,None,No
1559,1946,PhD,Single,62159,0,28/4/2014,68,0,17,259,77,70,29,6,2,10,1,None,No
1560,1947,Master,Together,66000,0,20/4/2014,36,0,51,270,101,0,45,1,3,5,1,None,No
1561,1979,Graduation,Together,75507,0,2/5/2014,56,0,93,374,104,80,80,8,6,6,1,None,No
1562,1965,2n Cycle,Married,76800,0,8/3/2014,33,0,26,255,35,71,81,4,4,7,1,None,No
1563,1978,Graduation,Married,64813,1,2/1/2014,81,0,0,124,179,97,52,7,2,10,1,None,No
1564,1993,Graduation,Absurd,79244,0,19/12/2012,58,1,102,125,212,61,245,4,10,7,1,First,Yes
1565,1986,Graduation,Married,22518,1,22/10/2012,36,0,7,12,2,2,27,2,1,2,2,None,Yes
1566,1954,PhD,Married,57744,1,12/11/2013,91,0,3,39,0,0,19,9,1,4,2,None,No
1567,1978,2n Cycle,Together,38702,1,1/8/2013,71,0,11,24,13,8,40,3,0,4,2,None,No
1568,1986,PhD,Single,29999,1,13/2/2013,22,0,7,59,10,5,11,3,1,4,4,None,No
1569,1960,Graduation,Together,62807,1,31/8/2012,83,0,28,135,10,21,99,5,3,12,3,None,No
1570,1983,PhD,Married,23536,1,4/6/2014,53,1,0,3,0,0,1,0,0,3,1,None,No
1571,1965,PhD,Married,84618,0,22/11/2013,96,0,100,801,21,66,0,6,9,10,1,None,No
1572,1967,Master,Married,37054,2,15/9/2013,89,0,1,6,0,1,5,1,0,3,2,None,No
1573,1976,Graduation,Together,62061,1,31/8/2013,12,0,7,84,0,30,38,10,4,7,3,None,No
1574,1972,2n Cycle,Together,46344,1,14/12/2012,28,0,20,57,8,20,91,7,1,5,4,None,No
1575,1959,Graduation,Together,54753,1,12/9/2013,87,0,107,227,7,59,131,5,2,11,3,None,No
1576,1974,Graduation,Married,44989,1,12/9/2012,26,0,0,106,49,10,106,5,1,5,5,None,No
1577,1976,Graduation,Together,54058,1,4/6/2013,56,0,18,252,32,108,54,4,6,8,2,None,No
1578,1981,Master,Together,77882,0,30/4/2014,29,0,129,396,188,22,15,3,3,5,1,None,No
1579,1900,2n Cycle,Divorced,36640,1,26/9/2013,99,1,6,8,7,4,25,2,1,2,1,None,No
1580,1959,Master,Married,77520,1,28/8/2013,30,0,44,396,0,88,58,8,7,7,1,First,Yes
1581,1968,Graduation,Single,36065,2,31/3/2013,54,0,7,34,10,2,3,3,0,3,3,None,No
1582,1974,Graduation,Single,49166,1,13/6/2013,17,0,2,25,7,0,110,5,3,3,2,None,No
1583,1970,PhD,Married,80336,0,9/9/2013,12,0,19,456,160,142,66,2,9,13,1,None,No
1584,1949,Graduation,Widow,70165,0,22/9/2013,60,0,0,253,199,191,122,3,7,11,1,None,No
1585,1952,Master,Married,77027,1,5/2/2014,23,0,57,242,45,0,11,8,3,6,2,None,No
1586,1975,PhD,Married,86836,0,12/9/2012,7,0,21,273,0,21,63,6,10,6,1,First,Yes
1587,1973,PhD,Together,63516,2,6/7/2013,30,0,11,114,15,14,5,4,1,7,4,None,No
1588,1949,Graduation,Married,72025,0,29/4/2014,46,0,0,617,43,50,0,4,8,13,1,First,Yes
1589,1946,Master,Married,66835,0,28/9/2013,21,0,26,195,34,17,141,6,4,13,1,None,No
1590,1969,Graduation,Single,18589,0,2/1/2013,89,0,4,25,15,12,13,2,1,3,2,None,No
1591,1952,PhD,Married,77610,1,29/10/2012,70,0,33,332,21,33,16,4,7,4,2,None,No
1592,1971,Master,Married,34109,1,6/11/2013,39,0,1,5,2,1,4,0,0,3,1,None,No
1593,1978,Graduation,Married,38136,1,22/4/2013,69,0,15,27,0,20,33,3,1,2,2,None,No
1594,1976,PhD,Together,72335,0,13/8/2012,2,0,105,653,28,21,0,10,4,8,1,None,Yes
1595,1951,PhD,Single,64950,1,12/8/2012,29,0,0,72,12,0,63,11,2,10,2,None,No
1596,1969,Master,Single,26877,0,19/8/2013,74,0,13,76,20,18,40,3,1,6,2,None,No
1597,1982,Graduation,Married,24711,0,18/4/2014,86,0,7,25,6,3,7,3,0,3,1,None,No
1598,1958,PhD,Together,51518,1,3/10/2013,92,0,8,66,17,4,4,3,2,10,2,None,No
1599,1975,PhD,Married,36663,1,25/4/2014,40,0,0,6,3,3,5,1,1,3,1,None,No
1600,1969,Graduation,Married,42231,2,25/3/2014,99,0,0,8,0,1,4,1,0,3,1,None,No
1601,1961,Graduation,Married,79410,0,29/5/2014,19,0,80,483,123,13,13,3,2,5,1,None,No
1602,1962,2n Cycle,Together,82122,0,15/8/2013,89,0,22,350,151,25,100,3,9,13,1,None,No
1603,1987,PhD,Single,95169,0,9/10/2013,1,0,21,449,106,20,20,4,3,4,1,First,Yes
1604,1959,Graduation,Single,80982,2,8/1/2013,48,1,137,401,104,22,22,11,5,11,3,None,No
1605,1955,Graduation,Single,72906,0,17/9/2013,79,0,32,519,71,75,54,3,4,9,1,None,No
1606,1969,Graduation,Married,65747,1,7/3/2014,96,0,17,48,23,13,13,8,1,6,4,None,No
1607,1947,Graduation,Married,27469,0,2/8/2012,2,0,1,2,3,2,0,0,0,3,1,None,No
1608,1958,Graduation,Together,28087,2,11/12/2012,77,0,8,17,13,0,21,2,2,2,3,None,No
1609,1955,PhD,Together,75261,0,23/4/2013,17,0,17,413,23,34,17,5,6,5,1,None,Yes
1610,1983,Graduation,Together,36075,1,9/12/2013,54,0,0,30,12,1,30,2,0,4,1,None,No
1611,1962,PhD,Divorced,85696,0,3/5/2013,88,0,76,395,116,0,12,4,6,9,1,None,Yes
